Date & Time,Temp(°C),Salinity(psu),Conduct(mS/cm),Sound Velocity(m/sec)
43102.25,8.27,2.09,2.68,1442.13
43102.29167,6.92,2.68,3.27,1437.27
43102.33333,6.71,2.68,3.25,1436.38
43102.375,7.24,2.6,3.2,1438.49
43102.41667,7.58,2.45,3.05,1439.74
43102.45833,7.1,2.12,2.63,1437.29
43102.5,6.92,1.68,2.11,1436
43102.54167,7.45,1.56,1.99,1438.04
43102.58333,7.41,0.93,1.21,1437.1
43102.625,8.37,2.13,2.74,1442.61
43102.66667,8.58,2.56,3.27,1443.97
43102.70833,8.58,2.69,3.43,1444.13
43102.75,8.1,2.71,3.41,1442.21
43102.79167,7.86,2.68,3.35,1441.18
43102.83333,7.31,2.66,3.27,1438.85
43102.875,7.2,2.66,3.27,1438.42
43102.91667,9.05,2.52,3.26,1445.83
43102.95833,8.68,2.86,3.65,1444.76
43103,8.37,5.14,6.26,1446.37
43103.04167,8.37,6.52,7.81,1448.1
43103.08333,8.24,7.77,9.16,1449.12
43103.125,7.93,8.76,10.16,1449.11
43103.16667,8.1,9.48,10.99,1450.72
43103.20833,7.48,9.35,10.67,1448.04
43103.25,7.34,8.51,9.74,1446.39
43103.29167,6.96,7.73,8.82,1443.83
43103.33333,6.99,7.68,8.77,1443.9
43103.375,7.1,7.7,8.82,1444.37
43103.41667,7.24,7.58,8.72,1444.79
43103.45833,7.72,6.7,7.88,1445.68
43103.5,8.51,6.22,7.5,1448.27
43103.54167,8.2,6.67,7.95,1447.61
43103.58333,8.13,7.07,8.38,1447.83
43103.625,8.34,8.14,9.6,1450
43103.66667,8.34,9.13,10.68,1451.24
43103.70833,8.61,9.5,11.15,1452.79
43103.75,9.45,7.48,9.14,1453.61
43103.79167,9.32,6.16,7.59,1451.43
43103.83333,9.32,5.24,6.53,1450.29
43103.875,9.35,4.42,5.58,1449.41
43103.91667,9.18,4.44,5.58,1448.77
43103.95833,8.48,8.3,9.8,1450.74
43104,8.41,11.54,13.29,1454.54
43104.04167,8.1,12.3,13.97,1454.26
43104.08333,7.89,11.96,13.54,1453.01
43104.125,7.86,11.79,13.35,1452.65
43104.16667,7.55,11.7,13.15,1451.28
43104.20833,7.69,10.64,12.1,1450.51
43104.25,7.41,9.5,10.81,1447.94
43104.29167,6.85,8.13,9.22,1443.9
43104.33333,6.61,6.92,7.88,1441.33
43104.375,6.4,7,7.92,1440.53
43104.41667,6.71,7.69,8.71,1442.74
43104.45833,7.38,8.58,9.82,1446.63
43104.5,8.13,9.43,10.94,1450.79
43104.54167,8.61,9.45,11.1,1452.73
43104.58333,7.72,8.72,10.07,1448.23
43104.625,7.86,8.98,10.38,1449.11
43104.66667,8.07,10.23,11.77,1451.52
43104.70833,8.07,10.7,12.28,1452.11
43104.75,8.34,10.77,12.44,1453.3
43104.79167,8.68,10.03,11.75,1453.73
43104.83333,9.08,8.8,10.51,1453.79
43104.875,9.29,7.74,9.39,1453.27
43104.91667,9.25,6.9,8.43,1452.1
43104.95833,8.65,7.62,9.1,1450.58
43105,8.51,7.61,9.06,1450.03
43105.04167,8.1,9.35,10.85,1450.56
43105.08333,7.52,10.87,12.28,1450.1
43105.125,7.45,11.56,12.97,1450.68
43105.16667,7.27,12.16,13.53,1450.74
43105.20833,7.27,12.31,13.68,1450.92
43105.25,7.38,11.34,12.72,1450.12
43105.29167,7.31,9.64,10.93,1447.69
43105.33333,7.1,9.42,10.64,1446.55
43105.375,7.13,9.43,10.66,1446.7
43105.41667,7.13,9.24,10.45,1446.46
43105.45833,7.31,8.77,10,1446.58
43105.5,7.79,8.37,9.71,1448.07
43105.54167,8,9.03,10.48,1449.74
43105.58333,7.76,11.37,12.88,1451.7
43105.625,7.45,12.07,13.5,1451.32
43105.66667,7.55,11.83,13.29,1451.45
43105.70833,8,11.36,12.95,1452.66
43105.75,8.07,11.2,12.81,1452.74
43105.79167,8,11.54,13.14,1452.89
43105.83333,8.17,11.42,13.08,1453.44
43105.875,8.31,11.08,12.76,1453.55
43105.91667,8.17,11.55,13.21,1453.6
43105.95833,8.24,11.1,12.76,1453.3
43106,8.07,13.05,14.75,1455.07
43106.04167,7.83,15.64,17.31,1457.36
43106.08333,7.69,17.2,18.83,1458.78
43106.125,7.52,18.05,19.59,1459.16
43106.16667,7.52,18.51,20.04,1459.74
43106.20833,7.62,18.59,20.18,1460.26
43106.25,7.69,18.9,20.52,1460.92
43106.29167,7.72,19.1,20.74,1461.31
43106.33333,7.86,19.06,20.77,1461.81
43106.375,7.96,17.6,19.36,1460.38
43106.41667,7.65,14.17,15.74,1454.82
43106.45833,8.13,14.52,16.3,1457.19
43106.5,8.58,14.2,16.16,1458.55
43106.54167,9.18,14.24,16.46,1460.98
43106.58333,8.85,13.87,15.92,1459.2
43106.625,8.58,15.1,17.09,1459.67
43106.66667,8.58,15.77,17.79,1460.51
43106.70833,8.61,16.18,18.23,1461.16
43106.75,8.58,16.54,18.59,1461.48
43106.79167,8.65,16.82,18.9,1462.09
43106.83333,8.65,16.76,18.85,1462.01
43106.875,8.68,16.69,18.79,1462.06
43106.91667,8.71,16.34,18.45,1461.76
43106.95833,8.98,15.52,17.71,1461.78
43107,8.98,14.59,16.73,1460.62
43107.04167,8.65,14.6,16.61,1459.32
43107.08333,8.51,16.55,18.56,1461.22
43107.125,8.54,18.06,20.13,1463.25
43107.16667,8.31,18.74,20.69,1463.16
43107.20833,7.96,18.61,20.38,1461.65
43107.25,7.52,17.99,19.52,1459.08
43107.29167,7.27,16.61,18.03,1456.36
43107.33333,7.52,16.21,17.75,1456.84
43107.375,7.65,16.66,18.27,1457.97
43107.41667,8.03,16.72,18.51,1459.55
43107.45833,8.44,17.33,19.33,1461.93
43107.5,9.15,17.12,19.48,1464.44
43107.54167,9.75,17.2,19.85,1466.83
43107.58333,9.29,16.05,18.42,1463.62
43107.625,9.22,16.88,19.26,1464.4
43107.66667,9.25,17.7,20.13,1465.54
43107.70833,9.05,17.8,20.13,1464.89
43107.75,8.98,17.84,20.13,1464.68
43107.79167,8.95,17.92,20.2,1464.65
43107.83333,9.05,17.87,20.2,1464.97
43107.875,9.29,17.75,20.19,1465.73
43107.91667,9.39,17.25,19.73,1465.5
43107.95833,9.45,17.1,19.6,1465.56
43108,9.45,17.01,19.5,1465.45
43108.04167,9.35,17,19.44,1465.05
43108.08333,9.15,16.98,19.32,1464.25
43108.125,9.05,17.3,19.6,1464.26
43108.16667,8.88,17.63,19.86,1464.03
43108.20833,8.71,18.21,20.37,1464.09
43108.25,8.65,18.81,20.95,1464.58
43108.29167,8.65,19.06,21.21,1464.9
43108.33333,8.65,19.03,21.17,1464.85
43108.375,8.65,18.95,21.1,1464.76
43108.41667,8.75,18.4,20.58,1464.46
43108.45833,8.92,18.04,20.3,1464.66
43108.5,9.29,17.68,20.13,1465.65
43108.54167,9.75,17.55,20.22,1467.26
43108.58333,9.95,17.91,20.71,1468.47
43108.625,10.05,18.72,21.62,1469.84
43108.66667,10.12,19.46,22.44,1471.01
43108.70833,10.05,20.13,23.1,1471.59
43108.75,10.02,20.54,23.51,1471.98
43108.79167,9.92,21.01,23.95,1472.19
43108.83333,9.92,21.15,24.09,1472.36
43108.875,9.92,21.2,24.14,1472.42
43108.91667,9.98,21.07,24.04,1472.5
43108.95833,10.08,20.64,23.66,1472.34
43109,10.54,19.19,22.39,1472.27
43109.04167,10.87,18.59,21.93,1472.74
43109.08333,11.03,18.17,21.56,1472.83
43109.125,10.94,18.29,21.64,1472.62
43109.16667,10.61,19.31,22.56,1472.67
43109.20833,10.48,19.93,23.14,1472.94
43109.25,10.48,20.28,23.51,1473.37
43109.29167,10.22,20.98,24.09,1473.25
43109.33333,10.15,21.45,24.54,1473.59
43109.375,10.25,21.58,24.74,1474.13
43109.41667,10.35,21.57,24.79,1474.48
43109.45833,11,21.08,24.68,1476.28
43109.5,11.58,20.65,24.57,1477.87
43109.54167,11.78,20.54,24.56,1478.43
43109.58333,11.42,21.13,24.98,1477.87
43109.625,11.29,21.71,25.53,1478.11
43109.66667,11.36,21.93,25.8,1478.61
43109.70833,11.45,21.97,25.91,1479.02
43109.75,11.45,22.02,25.97,1479.08
43109.79167,11.2,22.18,25.97,1478.34
43109.83333,11.45,22.08,26.03,1479.14
43109.875,11.49,22.22,26.2,1479.43
43109.91667,11.74,22.11,26.25,1480.23
43109.95833,11.71,21.97,26.08,1479.94
43110,12.48,21.21,25.72,1481.73
43110.04167,12.83,20.86,25.55,1482.53
43110.08333,12.99,20.52,25.27,1482.68
43110.125,13.11,20.26,25.06,1482.8
43110.16667,13.11,20.22,25,1482.75
43110.20833,13.08,20.47,25.27,1482.95
43110.25,12.45,21.17,25.67,1481.58
43110.29167,12.13,21.57,25.9,1480.93
43110.33333,11.81,22.02,26.19,1480.34
43110.375,11.52,22.25,26.25,1479.59
43110.41667,11.52,22.52,26.55,1479.92
43110.45833,11.49,22.65,26.66,1479.97
43110.5,12.61,22.13,26.82,1483.29
43110.54167,13.64,21.67,26.98,1486.33
43110.58333,14.11,21.51,27.09,1487.72
43110.625,14.02,21.56,27.09,1487.47
43110.66667,14.08,21.74,27.33,1487.9
43110.70833,13.39,22.31,27.54,1486.25
43110.75,13.33,22.13,27.29,1485.81
43110.79167,13.14,22.24,27.29,1485.3
43110.83333,12.95,22.58,27.55,1485.06
43110.875,13.08,22.73,27.8,1485.67
43110.91667,13.17,22.73,27.86,1486
43110.95833,13.33,22.35,27.54,1486.08
43111,13.52,22.13,27.41,1486.45
43111.04167,13.61,22.07,27.41,1486.71
43111.08333,14.27,21.74,27.45,1488.52
43111.125,14.82,21.31,27.31,1489.87
43111.16667,14.98,21.12,27.19,1490.15
43111.20833,15.22,20.98,27.18,1490.8
43111.25,15.04,21.08,27.18,1490.31
43111.29167,14.48,21.51,27.32,1488.97
43111.33333,14.14,21.81,27.46,1488.19
43111.375,13.83,22.11,27.59,1487.49
43111.41667,13.96,22.2,27.78,1488.03
43111.45833,14.08,22.24,27.9,1488.49
43111.5,14.17,22.3,28.03,1488.87
43111.54167,16.98,25.07,33.25,1501.22
43111.58333,14.7,25.18,31.68,1494.06
43111.625,15.96,24.76,32.12,1497.63
43111.66667,16.05,24.56,31.96,1497.68
43111.70833,15.71,24.71,31.89,1496.79
43111.75,15.74,24.9,32.13,1497.11
43111.79167,15.8,25.14,32.45,1497.59
43111.83333,15.68,25.29,32.54,1497.38
43111.875,15.53,25.68,32.88,1497.35
43111.91667,15.44,25.89,33.05,1497.3
43111.95833,15.56,25.44,32.63,1497.17
43112,15.62,25.26,32.46,1497.15
43112.04167,15.77,24.95,32.21,1497.27
43112.08333,15.31,24.63,31.5,1495.41
43112.125,15.38,24.25,31.11,1495.17
43112.16667,15.89,23.73,30.87,1496.22
43112.20833,16.08,23.49,30.71,1496.52
43112.25,15.83,23.64,30.72,1495.92
43112.29167,15.38,23.99,30.81,1494.86
43112.33333,15.74,24.09,31.18,1496.15
43112.375,15.8,24.58,31.8,1496.93
43112.41667,15.47,24.53,31.5,1495.79
43112.45833,15.13,24.48,31.2,1494.64
43112.5,15.25,24.13,30.89,1494.63
43112.54167,15.28,23.92,30.66,1494.47
43112.58333,15.56,23.68,30.57,1495.08
43112.625,15.99,23.42,30.56,1496.14
43112.66667,15.99,23.17,30.26,1495.85
43112.70833,16.59,22.99,30.46,1497.56
43112.75,16.65,22.83,30.31,1497.56
43112.79167,16.53,22.65,30.02,1496.98
43112.83333,16.23,22.65,29.82,1496.02
43112.875,15.89,22.61,29.54,1494.9
43112.91667,16.08,22.56,29.61,1495.43
43112.95833,16.05,22.58,29.61,1495.35
43113,16.2,22.43,29.53,1495.66
43113.04167,15.86,22.1,28.91,1494.2
43113.08333,15.71,21.03,27.54,1492.45
43113.125,15.59,19.88,26.1,1490.7
43113.16667,15.5,19.1,25.11,1489.47
43113.20833,15.56,18.55,24.48,1489.03
43113.25,15.53,17.64,23.36,1487.85
43113.29167,15.35,16.43,21.81,1485.82
43113.33333,15.04,16.21,21.38,1484.53
43113.375,14.64,15.15,19.92,1481.93
43113.41667,14.42,14.34,18.84,1480.22
43113.45833,14.7,12.82,17.1,1479.36
43113.5,14.64,12.02,16.1,1478.2
43113.54167,14.58,11.41,15.33,1477.26
43113.58333,14.51,11.56,15.48,1477.23
43113.625,14.79,11.48,15.48,1478.08
43113.66667,14.64,11.27,15.17,1477.31
43113.70833,14.42,11.28,15.1,1476.57
43113.75,14.33,11.33,15.14,1476.32
43113.79167,14.36,10.71,14.38,1475.68
43113.83333,13.83,9.99,13.32,1472.98
43113.875,13.33,9.81,12.94,1470.99
43113.91667,13.08,9.49,12.47,1469.7
43113.95833,12.76,9.54,12.44,1468.63
43114,12.7,9.26,12.08,1468.06
43114.04167,12.61,8.79,11.48,1467.14
43114.08333,12.48,8.6,11.22,1466.45
43114.125,12.32,8.74,11.35,1466.04
43114.16667,12.06,8.7,11.22,1465.05
43114.20833,12.06,9.06,11.65,1465.49
43114.25,12.13,9.86,12.62,1466.7
43114.29167,11.68,10.12,12.79,1465.36
43114.33333,11.03,10.22,12.7,1463.07
43114.375,10.81,9.68,12.01,1461.55
43114.41667,9.98,9.63,11.7,1458.35
43114.45833,10.54,9.92,12.2,1460.85
43114.5,10.87,9.66,12.01,1461.77
43114.54167,11.39,9.73,12.24,1463.8
43114.58333,12.38,9.57,12.35,1467.28
43114.625,12.64,9.34,12.16,1467.93
43114.66667,12.92,8.98,11.8,1468.52
43114.70833,12.76,8.64,11.34,1467.54
43114.75,12.54,8.43,11.03,1466.48
43114.79167,12.41,8.17,10.68,1465.7
43114.83333,12.16,8.12,10.55,1464.7
43114.875,11.55,8.85,11.25,1463.33
43114.91667,11.55,9.63,12.17,1464.28
43114.95833,11.49,10.08,12.68,1464.6
43115,11.29,10.54,13.15,1464.43
43115.04167,11.2,11.08,13.74,1464.73
43115.08333,11.26,11.65,14.42,1465.68
43115.125,11.26,12.21,15.05,1466.36
43115.16667,10.61,12.24,14.84,1463.96
43115.20833,10.58,12.14,14.71,1463.71
43115.25,10.38,11.86,14.33,1462.62
43115.29167,10.02,11.81,14.15,1461.17
43115.33333,9.98,11.84,14.16,1461.08
43115.375,9.92,11.96,14.28,1460.98
43115.41667,9.75,11.99,14.25,1460.38
43115.45833,10.02,12.53,14.94,1462.07
43115.5,10.25,11.43,13.81,1461.59
43115.54167,10.45,11.3,13.73,1462.18
43115.58333,10.77,11.35,13.9,1463.48
43115.625,10.9,11.41,14.01,1464.04
43115.66667,11.23,11.6,14.34,1465.49
43115.70833,11.55,11.37,14.19,1466.41
43115.75,11.62,11.3,14.14,1466.56
43115.79167,11.45,11.21,13.98,1465.86
43115.83333,10.84,11.47,14.06,1463.87
43115.875,10.74,12.3,14.95,1464.52
43115.91667,10.84,13,15.77,1465.75
43115.95833,10.87,13.51,16.36,1466.5
43116,10.9,13.84,16.74,1467.03
43116.04167,10.9,14.1,17.03,1467.34
43116.08333,10.94,14.33,17.3,1467.76
43116.125,11.03,14.6,17.64,1468.45
43116.16667,11.03,14.9,17.97,1468.81
43116.20833,10.67,15.12,18.05,1467.74
43116.25,9.69,14.8,17.27,1463.61
43116.29167,10.18,15.26,17.98,1466.06
43116.33333,10.05,15.56,18.25,1465.93
43116.375,9.98,15.1,17.73,1465.12
43116.41667,9.95,15.16,17.78,1465.07
43116.45833,10.15,15.1,17.8,1465.75
43116.5,10.54,15.8,18.74,1468.1
43116.54167,10.84,16.27,19.39,1469.77
43116.58333,11,15.71,18.85,1469.68
43116.625,11.13,15.86,19.08,1470.36
43116.66667,11.29,15.98,19.3,1471.1
43116.70833,11.23,16.1,19.39,1471
43116.75,11.23,16.12,19.42,1471.04
43116.79167,11.29,16.18,19.51,1471.34
43116.83333,11.36,16.18,19.54,1471.58
43116.875,11.52,16.11,19.54,1472.08
43116.91667,11.58,16.14,19.6,1472.35
43116.95833,11.13,16.34,19.61,1470.94
43117,11.1,16.59,19.87,1471.13
43117.04167,11.23,16.84,20.2,1471.91
43117.08333,11.26,17.01,20.41,1472.24
43117.125,11.29,17.09,20.51,1472.45
43117.16667,11.23,17.06,20.45,1472.18
43117.20833,11.29,16.96,20.37,1472.3
43117.25,11.49,16.65,20.13,1472.63
43117.29167,11.42,16.3,19.7,1471.96
43117.33333,11.07,15.84,19.03,1470.08
43117.375,11.03,15.06,18.15,1469.01
43117.41667,11.16,14.75,17.87,1469.11
43117.45833,11.29,14.58,17.74,1469.39
43117.5,11.62,14.37,17.64,1470.31
43117.54167,11.39,14.46,17.64,1469.59
43117.58333,11.55,14.59,17.86,1470.35
43117.625,11.78,14.64,18.02,1471.23
43117.66667,11.97,14.43,17.86,1471.67
43117.70833,11.97,14.1,17.49,1471.27
43117.75,11.94,13.41,16.69,1470.32
43117.79167,12.19,12.9,16.21,1470.63
43117.83333,11.94,12.36,15.47,1469.03
43117.875,11.29,12.18,15.03,1466.45
43117.91667,11.13,11.57,14.27,1465.09
43117.95833,10.28,11.13,13.48,1461.34
43118,10.61,10.84,13.26,1462.23
43118.04167,10.28,10.49,12.76,1460.55
43118.08333,9.69,10.4,12.47,1458.14
43118.125,9.69,10.11,12.15,1457.79
43118.16667,9.49,9.63,11.56,1456.41
43118.20833,8.92,9.36,11.09,1453.83
43118.25,8.27,9.4,10.95,1451.31
43118.29167,8.13,9.29,10.79,1450.61
43118.33333,7.86,9.37,10.8,1449.6
43118.375,6.99,9.13,10.3,1445.74
43118.41667,6.75,8.82,9.91,1444.32
43118.45833,7.24,8.5,9.71,1445.96
43118.5,8.07,8.62,10.05,1449.5
43118.54167,8.51,9.2,10.8,1452.02
43118.58333,9.15,9.35,11.15,1454.75
43118.625,9.32,9.69,11.57,1455.82
43118.66667,9.42,9.74,11.66,1456.28
43118.70833,9.55,9.63,11.58,1456.67
43118.75,9.59,9.38,11.31,1456.5
43118.79167,9.62,8.96,10.84,1456.1
43118.83333,9.49,9.19,11.07,1455.86
43118.875,9.29,8.79,10.57,1454.58
43118.91667,9.35,8.79,10.58,1454.84
43118.95833,9.02,10.47,12.34,1455.62
43119,8.44,13.17,15.02,1456.71
43119.04167,8.37,14.91,16.8,1458.62
43119.08333,8.24,15.75,17.62,1459.15
43119.125,8.37,16.37,18.32,1460.46
43119.16667,8.51,16.94,18.96,1461.71
43119.20833,8.51,17.29,19.33,1462.15
43119.25,8.48,17.46,19.48,1462.23
43119.29167,8.58,17.5,19.58,1462.68
43119.33333,8.75,17.32,19.48,1463.12
43119.375,8.78,17.04,19.2,1462.89
43119.41667,8.13,14.76,16.55,1457.49
43119.45833,8.58,13.49,15.41,1457.65
43119.5,9.12,15.46,17.71,1462.23
43119.54167,8.98,16.01,18.23,1462.4
43119.58333,8.92,16.22,18.42,1462.4
43119.625,9.52,15.57,18.01,1463.92
43119.66667,9.72,15.55,18.09,1464.67
43119.70833,9.69,16.52,19.1,1465.74
43119.75,9.88,16.51,19.19,1466.49
43119.79167,9.92,16.67,19.37,1466.81
43119.83333,10.05,16.38,19.13,1466.95
43119.875,9.98,16.44,19.16,1466.77
43119.91667,10.9,14,16.91,1467.22
43119.95833,9.98,14.83,17.43,1464.78
43120,9.69,15.28,17.78,1464.2
43120.04167,9.39,16.38,18.81,1464.42
43120.08333,9.39,17.19,19.66,1465.42
43120.125,9.35,17.46,19.92,1465.63
43120.16667,9.45,17.7,20.23,1466.31
43120.20833,9.42,17.85,20.36,1466.36
43120.25,9.25,17.73,20.16,1465.58
43120.29167,9.45,17.41,19.92,1465.95
43120.33333,9.85,17.12,19.82,1467.11
43120.375,9.82,16.6,19.25,1466.34
43120.41667,9.49,15.18,17.58,1463.31
43120.45833,9.62,14.43,16.84,1462.88
43120.5,9.79,15.21,17.75,1464.5
43120.54167,9.82,16.69,19.34,1466.45
43120.58333,9.69,16.99,19.6,1466.32
43120.625,9.75,17.11,19.76,1466.72
43120.66667,9.98,17.21,19.98,1467.73
43120.70833,9.98,17.37,20.15,1467.92
43120.75,10.02,17.38,20.18,1468.07
43120.79167,10.02,17.51,20.32,1468.23
43120.83333,10.08,17.64,20.5,1468.64
43120.875,10.12,17.66,20.53,1468.78
43120.91667,10.15,17.61,20.49,1468.85
43120.95833,10.45,16.22,19.15,1468.25
43121,10.12,16.69,19.5,1467.59
43121.04167,9.82,17.39,20.09,1467.32
43121.08333,9.65,18.31,20.97,1467.83
43121.125,9.65,18.82,21.5,1468.46
43121.16667,9.72,18.89,21.62,1468.81
43121.20833,9.69,19.06,21.78,1468.89
43121.25,9.75,18.91,21.66,1468.96
43121.29167,9.82,18.73,21.5,1468.98
43121.33333,9.95,18.37,21.19,1469.03
43121.375,10.08,17.84,20.71,1468.89
43121.41667,10.25,17.27,20.18,1468.8
43121.45833,10.61,15.67,18.63,1468.18
43121.5,11.13,15.95,19.18,1470.46
43121.54167,11.1,16.8,20.1,1471.39
43121.58333,11.13,18.01,21.44,1472.99
43121.625,11.74,18.52,22.33,1475.84
43121.66667,12.06,18.78,22.8,1477.32
43121.70833,11.94,18.89,22.84,1476.99
43121.75,11.68,19.03,22.85,1476.23
43121.79167,12.03,18.84,22.84,1477.27
43121.83333,11.87,18.88,22.8,1476.75
43121.875,11.74,18.91,22.76,1476.32
43121.91667,11.65,18.84,22.63,1475.89
43121.95833,11.74,18.29,22.08,1475.57
43122,12.26,17.6,21.58,1476.57
43122.04167,11.52,18.04,21.67,1474.44
43122.08333,11.1,18.47,21.92,1473.43
43122.125,11.1,18.85,22.34,1473.9
43122.16667,11.07,19.07,22.55,1474.05
43122.20833,11.07,19.19,22.68,1474.2
43122.25,11.1,19.25,22.77,1474.39
43122.29167,11.1,19.25,22.77,1474.39
43122.33333,11.1,19.09,22.59,1474.19
43122.375,11.49,18.77,22.46,1475.22
43122.41667,12.1,18.3,22.28,1476.85
43122.45833,12.51,18.13,22.31,1478.12
43122.5,13.27,18.22,22.82,1480.88
43122.54167,13.24,18.43,23.04,1481.03
43122.58333,12.89,19.01,23.51,1480.52
43122.625,12.8,19.4,23.89,1480.66
43122.66667,12.73,19.83,24.34,1480.95
43122.70833,12.83,20.14,24.75,1481.66
43122.75,12.86,20.22,24.85,1481.87
43122.79167,12.73,20.19,24.75,1481.4
43122.83333,12.8,20.11,24.7,1481.52
43122.875,13.21,19.93,24.74,1482.73
43122.91667,13.71,19.4,24.42,1483.82
43122.95833,13.89,18.91,23.97,1483.88
43123,14.02,18.68,23.77,1484.03
43123.04167,13.86,18.72,23.73,1483.54
43123.08333,14.14,18.96,24.16,1484.78
43123.125,13.71,19.31,24.32,1483.71
43123.16667,13.52,19.58,24.53,1483.4
43123.20833,13.33,19.91,24.79,1483.14
43123.25,13.36,20.03,24.94,1483.4
43123.29167,13.64,20.02,25.1,1484.35
43123.33333,13.93,19.96,25.2,1485.24
43123.375,14.27,19.69,25.08,1486.07
43123.41667,14.45,19.36,24.82,1486.32
43123.45833,14.61,19.02,24.5,1486.43
43123.5,15.31,18.71,24.54,1488.41
43123.54167,15.04,18.51,24.14,1487.26
43123.58333,15.41,18.5,24.33,1488.46
43123.625,15.8,16.71,22.38,1487.66
43123.66667,15.65,16.01,21.44,1486.33
43123.70833,15.59,15.51,20.81,1485.54
43123.75,15.47,16.09,21.45,1485.82
43123.79167,15.68,17.08,22.77,1487.7
43123.83333,15.71,18.02,23.93,1488.9
43123.875,15.8,16.85,22.55,1487.82
43123.91667,15.83,16.22,21.8,1487.18
43123.95833,15.8,15.37,20.73,1486.08
43124,15.59,13.18,17.92,1482.79
43124.04167,15.38,12,16.36,1480.68
43124.08333,15.01,12.05,16.28,1479.5
43124.125,15.01,10.77,14.68,1477.98
43124.16667,14.73,11.7,15.74,1478.14
43124.20833,14.21,12.69,16.75,1477.51
43124.25,13.93,13.26,17.32,1477.21
43124.29167,13.71,13.1,17.04,1476.27
43124.33333,13.77,13.27,17.27,1476.69
43124.375,13.71,14.01,18.12,1477.35
43124.41667,13.83,13.37,17.42,1477.02
43124.45833,14.08,12.73,16.75,1477.13
43124.5,14.61,12.47,16.64,1478.63
43124.54167,14.82,12.65,16.94,1479.57
43124.58333,15.25,14.52,19.43,1483.25
43124.625,15.25,14.8,19.78,1483.58
43124.66667,15.38,14.55,19.52,1483.69
43124.70833,15.04,14.37,19.15,1482.35
43124.75,14.61,14.34,18.92,1480.85
43124.79167,14.64,14.43,19.04,1481.06
43124.83333,14.76,14.58,19.28,1481.66
43124.875,15.07,14.54,19.37,1482.65
43124.91667,15.22,13.92,18.68,1482.44
43124.95833,15.25,13.21,17.82,1481.7
43125,15.07,12.94,17.4,1480.76
43125.04167,14.92,13.05,17.48,1480.37
43125.08333,14.92,13.29,17.77,1480.65
43125.125,14.88,13.38,17.87,1480.66
43125.16667,14.27,13.67,17.96,1478.89
43125.20833,13.77,13.83,17.94,1477.36
43125.25,13.68,13.15,17.09,1476.22
43125.29167,13.52,11.5,15.05,1473.68
43125.33333,13.21,10.65,13.91,1471.55
43125.375,12.95,9.53,12.48,1469.3
43125.41667,13.11,8.89,11.75,1469.09
43125.45833,12.95,9.98,13.03,1469.84
43125.5,13.33,11.17,14.58,1472.62
43125.54167,13.77,11.63,15.3,1474.72
43125.58333,14.17,11.68,15.51,1476.19
43125.625,14.64,10.46,14.16,1476.34
43125.66667,14.42,10.63,14.3,1475.8
43125.70833,13.89,11.86,15.62,1475.43
43125.75,13.64,12.67,16.5,1475.53
43125.79167,13.58,13.4,17.35,1476.18
43125.83333,13.46,13.67,17.62,1476.07
43125.875,13.33,13.37,17.21,1475.27
43125.91667,13.3,12.87,16.61,1474.56
43125.95833,13.36,12.24,15.88,1474.03
43126,13.33,11.87,15.42,1473.47
43126.04167,13.14,11.93,15.43,1472.87
43126.08333,12.95,11.86,15.27,1472.11
43126.125,12.89,11.51,14.84,1471.47
43126.16667,12.67,11.66,14.94,1470.85
43126.20833,12.26,11.5,14.59,1469.16
43126.25,12.06,11.68,14.73,1468.68
43126.29167,11.9,12.44,15.56,1469.02
43126.33333,11.87,13.36,16.6,1470.02
43126.375,11.9,13.96,17.29,1470.87
43126.41667,11.94,14.44,17.86,1471.57
43126.45833,12.03,14.7,18.2,1472.24
43126.5,12.26,14.87,18.49,1473.26
43126.54167,13.02,14.27,18.13,1475.24
43126.58333,13.43,13.72,17.67,1476.02
43126.625,13.83,13.81,17.94,1477.55
43126.66667,14.17,13.99,18.31,1478.95
43126.70833,13.58,14.81,19.02,1477.88
43126.75,13.33,15.52,19.74,1477.86
43126.79167,12.92,16.69,20.89,1477.83
43126.83333,12.86,17.21,21.46,1478.24
43126.875,12.86,17.56,21.85,1478.66
43126.91667,12.89,17.65,21.97,1478.88
43126.95833,12.95,17.7,22.06,1479.16
43127,13.21,16.95,21.33,1479.14
43127.04167,13.36,16.4,20.77,1479.02
43127.08333,13.64,15.45,19.8,1478.87
43127.125,13.74,14.95,19.26,1478.6
43127.16667,13.58,14.66,18.85,1477.7
43127.20833,13.64,14.35,18.5,1477.55
43127.25,13.46,15.12,19.33,1477.82
43127.29167,13.17,16.38,20.66,1478.35
43127.33333,13.11,17.27,21.65,1479.19
43127.375,13.08,17.74,22.18,1479.66
43127.41667,13.11,17.95,22.43,1480.02
43127.45833,13.21,18.09,22.65,1480.52
43127.5,13.64,18.15,22.95,1482.1
43127.54167,14.24,18.41,23.58,1484.45
43127.58333,14.42,18.2,23.43,1484.82
43127.625,14.76,18.04,23.43,1485.77
43127.66667,14.88,18.1,23.56,1486.26
43127.70833,15.16,18.12,23.75,1487.21
43127.75,14.79,18.42,23.9,1486.34
43127.79167,14.27,19.24,24.56,1485.54
43127.83333,14.14,19.99,25.36,1486.01
43127.875,14.17,20.16,25.57,1486.32
43127.91667,14.17,20.21,25.63,1486.38
43127.95833,14.17,19.78,25.14,1485.87
43128,14.11,19.63,24.93,1485.48
