Date & Time,Temp(°C),Salinity(psu),Conduct(mS/cm),Sound Velocity(m/sec)
43128.04167,14.08,19.07,24.26,1484.71
43128.08333,14.02,18.64,23.73,1483.98
43128.125,14.45,17.99,23.2,1484.68
43128.16667,14.95,16.98,22.27,1485.14
43128.20833,15.28,16.2,21.49,1485.34
43128.25,15.25,15.5,20.63,1484.41
43128.29167,15.13,15.35,20.39,1483.82
43128.33333,14.85,15.94,20.97,1483.59
43128.375,14.7,16.61,21.7,1483.87
43128.41667,14.61,17.35,22.53,1484.44
43128.45833,14.58,17.81,23.06,1484.89
43128.5,14.64,18.22,23.57,1485.57
43128.54167,14.79,18.34,23.81,1486.24
43128.58333,14.98,18.29,23.85,1486.8
43128.625,15.25,18.16,23.84,1487.56
43128.66667,15.25,17.92,23.56,1487.27
43128.70833,15.59,17.38,23.09,1487.75
43128.75,15.62,17.11,22.77,1487.53
43128.79167,15.19,17.38,22.87,1486.43
43128.83333,15.07,17.81,23.33,1486.54
43128.875,14.92,18.2,23.71,1486.48
43128.91667,14.92,18.49,24.05,1486.82
43128.95833,14.92,18.65,24.24,1487.02
43129,14.92,18.82,24.45,1487.22
43129.04167,14.95,18.89,24.55,1487.41
43129.08333,14.98,18.79,24.44,1487.39
43129.125,15.38,18.26,24.04,1488.08
43129.16667,15.77,17.08,22.81,1487.99
43129.20833,15.99,16.26,21.92,1487.72
43129.25,16.26,15.22,20.76,1487.39
43129.29167,16.41,13.89,19.16,1486.33
43129.33333,16.38,12.68,17.6,1484.81
43129.375,16.23,13.15,18.14,1484.87
43129.41667,16.2,13.57,18.67,1485.26
43129.45833,16.17,13.3,18.3,1484.84
43129.5,16.08,13.14,18.07,1484.36
43129.54167,16.2,13.08,18.04,1484.68
43129.58333,16.35,12.61,17.51,1484.63
43129.625,16.53,12.26,17.12,1484.81
43129.66667,16.65,11.99,16.83,1484.89
43129.70833,16.68,11.8,16.59,1484.77
43129.75,16.71,11.31,15.96,1484.29
43129.79167,16.41,11.23,15.76,1483.21
43129.83333,16.38,10.73,15.1,1482.53
43129.875,16.17,9.91,13.96,1480.86
43129.91667,15.71,11.03,15.25,1480.66
43129.95833,15.31,13.03,17.62,1481.69
43130,15.13,13.86,18.57,1482.06
43130.04167,14.98,13.94,18.6,1481.64
43130.08333,15.07,13.77,18.43,1481.75
43130.125,15.35,13.22,17.87,1482.02
43130.16667,15.38,13.34,18.02,1482.26
43130.20833,14.98,12.08,16.3,1479.42
43130.25,14.88,11.71,15.81,1478.68
43130.29167,14.55,11.71,15.68,1477.51
43130.33333,14.14,11.81,15.65,1476.24
43130.375,13.64,10.61,14.01,1473.05
43130.41667,13.74,9.91,13.19,1472.55
43130.45833,13.52,9.26,12.32,1471
43130.5,13.99,9.16,12.33,1472.53
43130.54167,14.33,10.11,13.62,1474.86
43130.58333,14.7,10.46,14.19,1476.56
43130.625,15.1,9.52,13.12,1476.81
43130.66667,15.41,7.98,11.23,1476.03
43130.70833,15.13,7.74,10.85,1474.81
43130.75,15.01,7.14,10.03,1473.67
43130.79167,14.64,7.23,10.06,1472.5
43130.83333,14.58,7.02,9.78,1472.03
43130.875,14.64,9.39,12.81,1475.07
43130.91667,14.11,11.37,15.11,1475.61
43130.95833,14.05,12.72,16.73,1477.01
43131,13.86,13.48,17.56,1477.26
43131.04167,13.71,13.51,17.54,1476.76
43131.08333,13.93,13.84,18.02,1477.91
43131.125,13.99,14.29,18.58,1478.67
43131.16667,13.99,14.27,18.56,1478.64
43131.20833,13.49,12.75,16.54,1475.08
43131.25,13.02,11.64,15.03,1472.07
43131.29167,12.73,11.07,14.26,1470.36
43131.33333,12.45,10.4,13.36,1468.52
43131.375,12.26,9.68,12.45,1466.95
43131.41667,12.48,9.36,12.14,1467.38
43131.45833,12.48,9.91,12.79,1468.04
43131.5,12.73,11.66,14.95,1471.07
43131.54167,13.02,12.77,16.38,1473.44
43131.58333,13.27,13.45,17.28,1475.15
43131.625,13.3,14,17.95,1475.92
43131.66667,13.3,14.16,18.13,1476.11
43131.70833,13.3,14.03,17.97,1475.95
43131.75,13.36,13.87,17.82,1475.98
43131.79167,13.61,13.51,17.49,1476.43
43131.83333,13.61,13.31,17.25,1476.19
43131.875,14.02,11.94,15.76,1475.96
43131.91667,13.93,12.14,15.97,1475.88
43131.95833,13.61,13.09,17,1475.93
43132,13.11,13.94,17.79,1475.18
43132.04167,12.92,14.73,18.63,1475.46
43132.08333,12.89,15.17,19.12,1475.88
43132.125,12.89,15.25,19.21,1475.98
43132.16667,12.99,15.05,19.03,1476.08
43132.20833,13.17,14.7,18.71,1476.32
43132.25,13.52,13.86,17.87,1476.52
43132.29167,13.49,13.14,17,1475.54
43132.33333,12.89,12,15.41,1472.05
43132.375,13.02,10.84,14.08,1471.11
43132.41667,13.43,10.31,13.58,1471.92
43132.45833,13.58,10.42,13.76,1472.61
43132.5,13.93,11.63,15.35,1475.26
43132.54167,13.8,13.16,17.16,1476.67
43132.58333,13.64,13.77,17.81,1476.85
43132.625,13.55,14.18,18.26,1477.01
43132.66667,13.58,14.44,18.59,1477.44
43132.70833,13.96,14.47,18.78,1478.77
43132.75,14.08,14.47,18.84,1479.2
43132.79167,14.21,14.04,18.39,1479.12
43132.83333,14.58,13.25,17.58,1479.45
43132.875,14.33,12.77,16.9,1478.03
43132.91667,14.55,12.61,16.79,1478.59
43132.95833,14.11,13.11,17.22,1477.69
43133,14.02,13.3,17.41,1477.59
43133.04167,13.8,14.38,18.61,1478.13
43133.08333,13.58,15.34,19.64,1478.51
43133.125,13.58,15.82,20.2,1479.09
43133.16667,13.61,15.92,20.34,1479.32
43133.20833,13.71,15.88,20.34,1479.6
43133.25,13.89,15.4,19.86,1479.67
43133.29167,14.17,14.36,18.75,1479.39
43133.33333,14.33,13.19,17.41,1478.53
43133.375,14.48,11.57,15.49,1477.13
43133.41667,14.58,10.71,14.45,1476.43
43133.45833,15.04,9.82,13.49,1476.95
43133.5,15.01,10.18,13.93,1477.27
43133.54167,15.25,11.94,16.24,1480.2
43133.58333,15.65,12.65,17.27,1482.37
43133.625,15.71,12.32,16.89,1482.18
43133.66667,16.29,11.37,15.89,1482.98
43133.70833,16.32,10.55,14.84,1482.11
43133.75,16.26,9.8,13.85,1481.04
43133.79167,16.29,9.18,13.04,1480.4
43133.83333,16.2,8.98,12.76,1479.87
43133.875,15.86,8.16,11.59,1477.79
43133.91667,15.44,8.16,11.47,1476.35
43133.95833,14.82,8.17,11.32,1474.26
43134,14.48,9.44,12.84,1474.6
43134.04167,14.51,9.5,12.92,1474.77
43134.08333,14.42,10.09,13.63,1475.16
43134.125,14.21,9.98,13.43,1474.28
43134.16667,13.93,9.99,13.34,1473.3
43134.20833,13.46,9.82,12.99,1471.44
43134.25,13.21,9.59,12.63,1470.27
43134.29167,12.99,9.41,12.35,1469.27
43134.33333,12.67,9.05,11.81,1467.68
43134.375,12.76,8.82,11.56,1467.75
43134.41667,12.45,8.97,11.66,1466.79
43134.45833,12.7,8.76,11.47,1467.45
43134.5,13.3,8.61,11.46,1469.43
43134.54167,13.39,9.35,12.39,1470.65
43134.58333,13.68,10.01,13.29,1472.45
43134.625,13.86,10.77,14.28,1474.01
43134.66667,13.99,11.55,15.28,1475.39
43134.70833,14.05,11.94,15.78,1476.08
43134.75,14.05,11.85,15.67,1475.97
43134.79167,14.02,11.48,15.21,1475.42
43134.83333,13.99,11.17,14.81,1474.93
43134.875,14.08,10.66,14.22,1474.65
43134.91667,14.14,10.26,13.74,1474.38
43134.95833,14.08,10.03,13.44,1473.89
43135,13.8,10.78,14.28,1473.82
43135.04167,13.58,12.65,16.46,1475.29
43135.08333,13.52,14.08,18.13,1476.78
43135.125,13.52,14.81,18.99,1477.67
43135.16667,13.55,15.19,19.45,1478.23
43135.20833,13.52,15.28,19.55,1478.23
43135.25,13.49,15.29,19.55,1478.14
43135.29167,13.43,15.05,19.24,1477.63
43135.33333,13.49,14.32,18.4,1476.96
43135.375,13.61,13.61,17.61,1476.55
43135.41667,13.77,13.25,17.25,1476.67
43135.45833,14.02,13.18,17.27,1477.45
43135.5,14.02,13.34,17.46,1477.64
43135.54167,13.99,14.34,18.64,1478.72
43135.58333,13.96,15.6,20.13,1480.13
43135.625,14.02,16.62,21.36,1481.56
43135.66667,14.02,17.19,22.04,1482.25
43135.70833,14.05,17.69,22.63,1482.94
43135.75,14.11,17.88,22.89,1483.39
43135.79167,14.14,17.53,22.5,1483.08
43135.83333,14.24,16.62,21.47,1482.31
43135.875,14.3,15.96,20.72,1481.73
43135.91667,14.45,15.28,19.99,1481.45
43135.95833,14.58,14.5,19.1,1480.94
43136,14.61,13.85,18.33,1480.27
43136.04167,14.55,13.53,17.9,1479.67
43136.08333,14.48,13.81,18.22,1479.8
43136.125,14.45,14.25,18.75,1480.23
43136.16667,14.42,15.16,19.82,1481.2
43136.20833,14.36,15.84,20.61,1481.8
43136.25,14.36,16.18,21.01,1482.2
43136.29167,14.36,16.34,21.2,1482.39
43136.33333,14.39,16.36,21.24,1482.52
43136.375,14.45,16.2,21.08,1482.55
43136.41667,14.58,13.73,18.17,1480.02
43136.45833,14.85,13.05,17.45,1480.16
43136.5,15.59,12.45,17,1481.93
43136.54167,15.07,15.61,20.67,1483.92
43136.58333,15.07,16.42,21.65,1484.88
43136.625,14.95,16.21,21.34,1484.23
43136.66667,15.47,16.02,21.37,1485.74
43136.70833,15.8,15.79,21.25,1486.57
43136.75,15.77,15.71,21.14,1486.38
43136.79167,15.68,16.22,21.72,1486.68
43136.83333,15.65,16.4,21.92,1486.79
43136.875,15.71,16.41,21.96,1487
43136.91667,15.74,16.07,21.56,1486.7
43136.95833,15.5,15.61,20.88,1485.35
43137,15.96,14.53,19.76,1485.6
43137.04167,15.62,14.13,19.11,1484.01
43137.08333,15.41,14.8,19.84,1484.09
43137.125,14.92,16.32,21.46,1484.25
43137.16667,14.73,16.94,22.11,1484.37
43137.20833,14.67,17.18,22.36,1484.44
43137.25,14.61,17.28,22.45,1484.35
43137.29167,14.58,17.15,22.28,1484.1
43137.33333,14.58,16.94,22.03,1483.85
43137.375,14.55,17.02,22.11,1483.84
43137.41667,14.76,16.79,21.94,1484.29
43137.45833,15.25,16.15,21.41,1485.17
43137.5,15.83,15.78,21.25,1486.66
43137.54167,15.71,15.95,21.4,1486.46
43137.58333,15.99,16.42,22.12,1487.92
43137.625,16.08,16.76,22.59,1488.62
43137.66667,15.96,17.14,22.99,1488.66
43137.70833,16.56,17.55,23.81,1491.1
43137.75,16.65,17.7,24.05,1491.57
43137.79167,16.53,17.76,24.06,1491.25
43137.83333,16.26,17.73,23.87,1490.34
43137.875,16.17,17.65,23.73,1489.95
43137.91667,16.17,17.46,23.49,1489.73
43137.95833,16.17,17.27,23.26,1489.5
43138,16.23,17.09,23.07,1489.5
43138.04167,16.38,16.67,22.62,1489.49
43138.08333,16.47,16.52,22.49,1489.61
43138.125,16.5,16.51,22.49,1489.69
43138.16667,16.35,16.93,22.93,1489.7
43138.20833,16.17,17.16,23.12,1489.37
43138.25,16.02,17.53,23.49,1489.32
43138.29167,15.99,17.77,23.78,1489.51
43138.33333,16.08,17.85,23.92,1489.89
43138.375,16.17,17.97,24.12,1490.33
43138.41667,16.44,17.96,24.26,1491.2
43138.45833,16.77,17.81,24.25,1492.08
43138.5,17.25,17.71,24.39,1493.49
43138.54167,17.52,17.91,24.79,1494.57
43138.58333,17.82,18.11,25.21,1495.73
43138.625,17.82,18.24,25.37,1495.88
43138.66667,17.79,18.64,25.87,1496.26
43138.70833,17.67,18.84,26.04,1496.11
43138.75,17.61,18.96,26.16,1496.06
43138.79167,17.64,19.08,26.33,1496.3
43138.83333,17.67,19.02,26.27,1496.32
43138.875,17.82,18.85,26.15,1496.6
43138.91667,18.09,18.64,26.03,1497.17
43138.95833,18.09,18.91,26.38,1497.48
43139,18.18,17.78,24.99,1496.45
43139.04167,18.15,17.79,24.99,1496.38
43139.08333,18.21,17.64,24.83,1496.39
43139.125,18.36,17.57,24.82,1496.77
43139.16667,18.42,16.66,23.67,1495.9
43139.20833,18.27,17.45,24.62,1496.35
43139.25,18.15,18,25.25,1496.62
43139.29167,18.09,18.33,25.64,1496.81
43139.33333,18.06,18.38,25.69,1496.79
43139.375,18.03,18.49,25.81,1496.81
43139.41667,18.15,18.3,25.64,1496.96
43139.45833,18.09,16.23,22.94,1494.39
43139.5,18.27,15.33,21.87,1493.91
43139.54167,18.48,15.31,21.95,1494.53
43139.58333,18.51,15.56,22.28,1494.9
43139.625,18.39,16.56,23.53,1495.69
43139.66667,18.12,18.58,25.97,1497.19
43139.70833,18,18.59,25.92,1496.84
43139.75,17.85,18.7,25.98,1496.51
43139.79167,17.73,18.72,25.93,1496.16
43139.83333,17.64,19.17,26.45,1496.41
43139.875,17.58,19.34,26.63,1496.42
43139.91667,17.58,19.44,26.75,1496.53
43139.95833,17.52,19.28,26.51,1496.16
43140,17.85,17.24,24.12,1494.82
43140.04167,17.88,16.52,23.22,1494.08
43140.08333,17.76,16.47,23.08,1493.65
43140.125,17.7,16.42,22.99,1493.41
43140.16667,17.61,16.05,22.47,1492.69
43140.20833,17.31,15.97,22.22,1491.66
43140.25,17.07,16.55,22.83,1491.57
43140.29167,17.07,16.76,23.1,1491.82
43140.33333,17.01,17.19,23.61,1492.13
43140.375,16.95,17.69,24.2,1492.51
43140.41667,16.98,19.08,25.95,1494.24
43140.45833,17.1,19.16,26.12,1494.71
43140.5,17.22,19.24,26.29,1495.18
43140.54167,17.52,19.86,27.24,1496.83
43140.58333,17.88,19.68,27.23,1497.73
43140.625,18.06,19.34,26.91,1497.9
43140.66667,18.51,19.22,27.02,1499.12
43140.70833,18.33,19.45,27.21,1498.84
43140.75,18.57,19.63,27.58,1499.76
43140.79167,18.89,19.37,27.44,1500.45
43140.83333,18.75,19.3,27.26,1499.92
43140.875,18.27,19.43,27.15,1498.64
43140.91667,17.82,19.56,27.04,1497.41
43140.95833,17.67,19.68,27.11,1497.09
43141,18,19.71,27.35,1498.14
43141.04167,18.18,19.62,27.34,1498.59
43141.08333,18.03,19.55,27.16,1498.05
43141.125,18.18,19.38,27.03,1498.3
43141.16667,18.39,19.33,27.09,1498.88
43141.20833,18.77,19.48,27.51,1500.22
43141.25,18.77,19.48,27.51,1500.22
43141.29167,18.27,20.98,29.11,1500.42
43141.33333,18.15,21.27,29.4,1500.39
43141.375,18.12,21.68,29.9,1500.78
43141.41667,18.09,21.93,30.19,1500.98
43141.45833,18.24,22.03,30.41,1501.54
43141.5,18.63,22.05,30.69,1502.73
43141.54167,18.92,22.31,31.22,1503.9
43141.58333,19.48,22.61,31.99,1505.9
43141.625,19.54,22.33,31.67,1505.75
43141.66667,19.45,22.01,31.2,1505.13
43141.70833,19.57,22,31.27,1505.47
43141.75,19.75,22.09,31.5,1506.08
43141.79167,19.78,22.5,32.06,1506.64
43141.83333,19.87,23.03,32.8,1507.49
43141.875,19.75,23.16,32.89,1507.31
43141.91667,19.9,23.47,33.39,1508.08
43141.95833,19.93,23.52,33.48,1508.23
43142,19.9,23.61,33.56,1508.24
43142.04167,19.81,23.46,33.31,1507.81
43142.08333,19.72,23.18,32.89,1507.24
43142.125,19.75,22.65,32.22,1506.72
43142.16667,19.87,22.08,31.57,1506.42
43142.20833,20.19,20.69,29.97,1505.77
43142.25,20.4,19.94,29.11,1505.52
43142.29167,20.01,20.67,29.83,1505.24
43142.33333,19.84,21.27,30.5,1505.41
43142.375,19.98,22.2,31.81,1506.89
43142.41667,20.1,23.22,33.21,1508.39
43142.45833,19.96,24.41,34.63,1509.31
43142.5,19.87,24.89,35.19,1509.61
43142.54167,20.25,24.8,35.36,1510.6
43142.58333,20.57,24.75,35.53,1511.45
43142.625,20.83,24.73,35.71,1512.17
43142.66667,21.33,24.36,35.59,1513.13
43142.70833,21.48,23.92,35.11,1513.04
43142.75,21.45,24.43,35.78,1513.53
43142.79167,21.21,24.65,35.88,1513.13
43142.83333,20.89,24.92,35.99,1512.54
43142.875,20.81,24.97,36,1512.36
43142.91667,20.45,25.19,36.01,1511.62
43142.95833,20.1,25.26,35.84,1510.7
43143,20.04,25.3,35.84,1510.58
43143.04167,20.25,25.1,35.74,1510.93
43143.08333,20.63,24.93,35.81,1511.82
43143.125,20.78,24.62,35.52,1511.88
43143.16667,21.01,24.12,35.04,1511.97
43143.20833,21.13,23.91,34.85,1512.06
43143.25,21.33,22.91,33.68,1511.51
43143.29167,21.42,22.22,32.82,1510.98
43143.33333,21.33,22.91,33.68,1511.51
43143.375,21.1,24.07,35.04,1512.16
43143.41667,21.07,24.37,35.41,1512.42
43143.45833,20.89,24.7,35.71,1512.29
43143.5,20.78,24.99,36,1512.3
43143.54167,20.72,25.1,36.1,1512.26
43143.58333,20.66,25.21,36.2,1512.22
43143.625,20.75,25.16,36.19,1512.4
43143.66667,20.83,24.95,36,1512.42
43143.70833,20.86,24.86,35.9,1512.4
43143.75,20.89,24.77,35.8,1512.37
43143.79167,21.16,24.11,35.13,1512.36
43143.83333,21.21,23.72,34.66,1512.09
43143.875,20.89,24.62,35.61,1512.21
43143.91667,20.83,24.44,35.33,1511.84
43143.95833,20.66,24.84,35.72,1511.8
43144,20.6,24.88,35.72,1511.68
43144.04167,20.54,24.99,35.82,1511.64
43144.08333,20.54,24.99,35.82,1511.64
43144.125,20.6,24.73,35.53,1511.51
43144.16667,20.72,24.23,34.96,1511.27
43144.20833,20.98,22.98,33.52,1510.61
43144.25,21.1,21.84,32.09,1509.65
43144.29167,21.04,19.99,29.58,1507.41
43144.33333,20.95,18.45,27.44,1505.42
43144.375,20.98,19.81,29.3,1507.04
43144.41667,20.86,23.05,33.52,1510.35
43144.45833,20.72,23.74,34.32,1510.72
43144.5,20.66,23.98,34.6,1510.83
43144.54167,20.72,23.95,34.6,1510.96
43144.58333,20.75,23.72,34.32,1510.78
43144.625,20.75,24,34.69,1511.1
43144.66667,21.19,22.54,33.08,1510.68
43144.70833,21.27,22.37,32.91,1510.73
43144.75,21.21,22.53,33.08,1510.75
43144.79167,21.07,22.54,33,1510.36
43144.83333,20.98,22.34,32.67,1509.88
43144.875,20.72,22.36,32.51,1509.16
43144.91667,20.63,22.72,32.93,1509.33
43144.95833,20.37,23.33,33.54,1509.27
43145,20.22,23.42,33.55,1508.95
43145.04167,20.13,23.4,33.47,1508.68
43145.08333,19.93,22.36,31.97,1506.9
43145.125,20.19,22.78,32.7,1508.14
43145.16667,20.01,22.44,32.13,1507.24
43145.20833,19.75,22.33,31.82,1506.36
43145.25,19.54,22.58,31.99,1506.04
43145.29167,19.4,22.41,31.67,1505.42
43145.33333,18.95,21.12,29.72,1502.63
43145.375,18.92,21.65,30.38,1503.15
43145.41667,19.16,22.3,31.37,1504.59
43145.45833,19.51,22.4,31.75,1505.76
43145.5,19.84,23.05,32.8,1507.43
43145.54167,20.04,23.59,33.64,1508.64
43145.58333,20.04,23.79,33.91,1508.87
43145.625,20.16,23.72,33.9,1509.13
43145.66667,20.16,23.19,33.21,1508.52
43145.70833,20.19,22.59,32.45,1507.92
43145.75,20.19,22.27,32.04,1507.57
43145.79167,20.28,22.23,32.04,1507.76
43145.83333,20.34,22.19,32.04,1507.9
43145.875,20.4,21.62,31.32,1507.41
43145.91667,20.6,21.27,31,1507.61
43145.95833,20.63,22.28,32.35,1508.83
43146,20.45,23.02,33.2,1509.16
43146.04167,20.37,23.4,33.63,1509.35
43146.08333,20.37,23.07,33.2,1508.97
43146.125,20.37,23.13,33.28,1509.04
43146.16667,20.48,22.42,32.44,1508.57
43146.20833,20.69,21.64,31.54,1508.27
43146.25,20.51,20.36,29.74,1506.33
43146.29167,20.16,18.35,26.85,1503.03
43146.33333,19.81,17.03,24.89,1500.5
43146.375,19.66,16.11,23.59,1499.02
43146.41667,19.96,16.88,24.78,1500.77
43146.45833,20.66,19.76,29.03,1506.07
43146.5,20.75,21.67,31.62,1508.47
43146.54167,21.04,22.3,32.66,1510.01
43146.58333,21.36,22.51,33.16,1511.14
43146.625,21.62,22.43,33.23,1511.77
43146.66667,21.45,22.21,32.81,1511.04
43146.70833,21.51,21.74,32.23,1510.68
43146.75,21.33,21.24,31.44,1509.63
43146.79167,21.59,20.87,31.11,1509.95
43146.83333,21.91,19.47,29.4,1509.27
43146.875,21.77,19.54,29.41,1508.94
43146.91667,21.54,16.39,24.94,1504.78
43146.95833,21.56,17.43,26.39,1506.01
43147,21.62,19.25,28.93,1508.22
43147.04167,21.56,20.83,31.04,1509.82
43147.08333,21.39,20.86,30.97,1509.37
43147.125,21.42,20.45,30.44,1509
43147.16667,21.45,20.06,29.92,1508.63
43147.20833,21.51,19.98,29.85,1508.71
43147.25,21.56,18.4,27.74,1507.11
43147.29167,21.51,15.89,24.23,1504.13
43147.33333,21.54,15.88,24.22,1504.2
43147.375,21.45,15.39,23.5,1503.4
43147.41667,21.16,12.28,18.99,1499.08
43147.45833,21.1,16.53,24.9,1503.69
43147.5,21.1,17.84,26.7,1505.16
43147.54167,21.19,16.77,25.27,1504.2
43147.58333,21.3,17.84,26.81,1505.74
43147.625,21.36,18.31,27.49,1506.43
43147.66667,21.36,18.93,28.33,1507.12
43147.70833,21.45,18.98,28.46,1507.43
43147.75,21.33,18.23,27.36,1506.26
43147.79167,21.62,16.75,25.48,1505.42
43147.83333,21.83,15.73,24.17,1504.86
43147.875,21.71,16.17,24.73,1505.02
43147.91667,21.62,15.91,24.32,1504.49
43147.95833,21.48,16.93,25.65,1505.21
43148,21.36,18.22,27.36,1506.33
43148.04167,21.21,18.75,28.01,1506.51
43148.08333,21.04,19.58,29.02,1506.94
43148.125,20.98,19.6,29.02,1506.81
43148.16667,21.21,19.19,28.6,1507
43148.20833,21.21,18.28,27.37,1505.99
43148.25,21.27,18.82,28.13,1506.75
43148.29167,21.3,17.75,26.69,1505.64
43148.33333,21.24,16.17,24.48,1503.7
43148.375,21.19,15.39,23.37,1502.65
43148.41667,21.16,14.63,22.3,1501.72
43148.45833,21.27,12.7,19.64,1499.89
43148.5,21.39,16.08,24.43,1504.01
43148.54167,21.27,18.3,27.43,1506.17
43148.58333,21.24,19.63,29.22,1507.58
43148.625,21.27,19.31,28.8,1507.31
43148.66667,21.27,19.36,28.87,1507.36
43148.70833,21.59,19.01,28.59,1507.87
43148.75,21.68,18.63,28.12,1507.69
43148.79167,21.56,16.93,25.7,1505.46
43148.83333,21.54,15.39,23.54,1503.65
43148.875,21.42,14.66,22.46,1502.5
43148.91667,21.51,13.76,21.25,1501.75
43148.95833,22,13.34,20.86,1502.68
43149,21.65,15.28,23.45,1503.86
43149.04167,21.19,14.41,22.01,1501.56
43149.08333,21.04,15.89,23.99,1502.8
43149.125,21.01,17.41,26.06,1504.42
43149.16667,21.01,17.49,26.17,1504.52
43149.20833,21.16,16.51,24.9,1503.83
43149.25,21.19,15.49,23.51,1502.76
43149.29167,21.27,14.26,21.84,1501.64
43149.33333,21.27,13.63,20.95,1500.93
43149.375,21.21,12.88,19.87,1499.92
43149.41667,21.19,12.02,18.64,1498.88
43149.45833,21.48,9.16,14.6,1496.51
43149.5,22.06,11.42,18.11,1500.71
43149.54167,21.51,16.33,24.84,1504.62
43149.58333,21.65,17.78,26.92,1506.65
43149.625,22.09,17.63,26.97,1507.71
43149.66667,22.29,18.27,27.97,1508.98
43149.70833,22.47,17.78,27.39,1508.92
43149.75,22.5,17.46,26.96,1508.64
43149.79167,22.09,17,26.08,1507
43149.83333,21.97,16.57,25.41,1506.2
43149.875,21.88,16.03,24.62,1505.36
43149.91667,22.06,14.56,22.62,1504.2
43149.95833,22.61,11.8,18.88,1502.68
43150,22.47,12.48,19.81,1503.03
43150.04167,21.83,17.44,26.56,1506.77
43150.08333,21.83,18.01,27.35,1507.4
43150.125,21.86,18.37,27.85,1507.88
43150.16667,21.86,18.79,28.44,1508.36
43150.20833,21.54,18.84,28.32,1507.52
43150.25,21.48,18.68,28.06,1507.17
43150.29167,21.56,18.22,27.48,1506.9
43150.33333,21.56,15.65,23.93,1504.03
43150.375,21.56,12.2,19.04,1500.17
43150.41667,21.56,11.1,17.45,1498.93
43150.45833,22.26,11,17.57,1500.81
43150.5,22.41,17.33,26.72,1508.25
43150.54167,22.61,19.82,30.32,1511.57
43150.58333,22.79,20.5,31.38,1512.8
43150.625,22.93,20.83,31.93,1513.55
43150.66667,23.1,20.8,32,1513.98
43150.70833,23.13,20.67,31.84,1513.92
43150.75,23.25,20.27,31.36,1513.79
43150.79167,23.37,19.2,29.92,1512.92
43150.83333,23.31,19.54,30.36,1513.13
43150.875,23.25,19.2,29.85,1512.61
43150.91667,23.13,18.61,28.94,1511.64
43150.95833,23.25,18.04,28.2,1511.32
43151,23.22,13.78,22.04,1506.56
43151.04167,23.02,16.66,26.11,1509.18
43151.08333,22.5,18.6,28.55,1509.91
43151.125,22.5,19.4,29.66,1510.79
43151.16667,22.58,19.57,29.95,1511.21
43151.20833,22.67,19.47,29.87,1511.34
43151.25,22.67,19.42,29.8,1511.29
43151.29167,22.52,19.23,29.45,1510.68
43151.33333,22.44,18.44,28.29,1509.56
43151.375,22.41,17.45,26.9,1508.39
43151.41667,22.64,16.65,25.89,1508.14
43151.45833,23.08,16.56,25.99,1509.23
43151.5,23.57,16.77,26.56,1510.78
43151.54167,23.48,18.75,29.34,1512.72
43151.58333,23.48,20,31.12,1514.1
43151.625,23.57,20.8,32.31,1515.21
43151.66667,23.68,21.1,32.8,1515.84
43151.70833,23.54,21.35,33.06,1515.74
43151.75,23.8,21.04,32.8,1516.08
43151.79167,23.94,20.73,32.46,1516.12
43151.83333,24.03,20.18,31.72,1515.74
43151.875,23.94,20.44,32.05,1515.8
43151.91667,23.92,20.06,31.49,1515.31
43151.95833,24.2,17.86,28.49,1513.66
43152,24.06,18.01,28.63,1513.45
43152.04167,23.92,18.12,28.71,1513.19
43152.08333,23.54,20.53,31.9,1514.83
43152.125,23.28,21.67,33.33,1515.4
43152.16667,23.13,21.87,33.51,1515.24
43152.20833,23.02,22.25,33.95,1515.35
43152.25,22.99,22.39,34.13,1515.43
43152.29167,22.99,22.01,33.6,1515.01
43152.33333,22.99,21.95,33.52,1514.94
43152.375,23.02,21.99,33.6,1515.07
43152.41667,23.45,20.4,31.67,1514.46
43152.45833,23.83,20.22,31.65,1515.25
43152.5,24.2,20.49,32.28,1516.53
43152.54167,24.32,21.5,33.81,1517.94
43152.58333,24.35,22.25,34.89,1518.82
43152.625,24.44,22.6,35.44,1519.43
43152.66667,24.46,22.79,35.73,1519.7
