Date & Time,Temp(?),Salinity(psu),Conduct(mS/cm),Sound Velocity(m/sec)
43148.58333,20.98,21.54,31.61,1508.98
43148.625,21.04,21.32,31.35,1508.9
43148.66667,21.16,20.18,29.9,1507.96
43148.70833,21.19,20.47,30.31,1508.37
43148.75,21.54,16.08,24.51,1504.44
43148.79167,21.96,10.62,16.91,1499.53
43148.83333,21.69,10.73,16.96,1498.88
43148.875,21.87,9.38,15.05,1497.89
43148.91667,21.6,12.58,19.6,1500.7
43148.95833,21.63,16.67,25.38,1505.36
43149,21.51,15.61,23.84,1503.84
43149.04167,21.1,17.11,25.69,1504.34
43149.08333,21.07,19.8,29.33,1507.28
43149.125,20.92,21.47,31.48,1508.74
43149.16667,20.95,20.63,30.38,1507.88
43149.20833,20.92,17.05,25.52,1503.76
43149.25,21.1,15.63,23.66,1502.67
43149.29167,20.71,10.16,15.8,1495.4
43149.33333,20.83,9.43,14.79,1494.92
43149.375,21.01,9.5,14.95,1495.53
43149.41667,21.16,7.7,12.35,1493.94
43149.45833,21.48,8.4,13.48,1495.68
43149.5,21.13,15.81,23.92,1502.96
43149.54167,21.07,18.14,27.09,1505.41
43149.58333,21.16,19.47,28.94,1507.16
43149.625,21.57,19.56,29.32,1508.43
43149.66667,21.6,19.3,28.99,1508.22
43149.70833,22.37,19,29.03,1510
43149.75,22.22,18.56,28.33,1509.11
43149.79167,22.25,16.43,25.37,1506.82
43149.83333,22.67,6.93,11.56,1497.44
43149.875,22.81,8.97,14.73,1500.11
43149.91667,22.67,6.66,11.14,1497.14
43149.95833,22.25,15.23,23.68,1505.49
43150,21.87,18.75,28.39,1508.35
43150.04167,21.6,20.36,30.42,1509.4
43150.08333,21.54,20.93,31.15,1509.87
43150.125,21.54,21.06,31.34,1510.03
43150.16667,21.48,21.09,31.34,1509.89
43150.20833,21.45,20.97,31.16,1509.67
43150.25,21.43,20.71,30.79,1509.3
43150.29167,21.57,12.64,19.68,1500.68
43150.33333,21.51,10.97,17.25,1498.64
43150.375,21.51,10.09,15.98,1497.66
43150.41667,21.75,9.41,15.05,1497.58
43150.45833,22.05,14.48,22.5,1504.08
43150.5,22.34,19.13,29.2,1510.07
43150.54167,22.52,20.91,31.77,1512.52
43150.58333,22.75,21.41,32.61,1513.71
43150.625,23.05,21.12,32.41,1514.18
43150.66667,23.37,20.91,32.34,1514.81
43150.70833,23.22,21.47,33.01,1515.03
43150.75,23.14,21.12,32.47,1514.42
43150.79167,23.34,19.42,30.21,1513.09
43150.83333,23.46,14.71,23.51,1508.23
43150.875,23.46,12.87,20.81,1506.21
43150.91667,23.43,11.91,19.36,1505.07
43150.95833,23.17,10.69,17.44,1503
43151,23.11,17.29,27.05,1510.11
43151.04167,22.75,19.31,29.7,1511.39
43151.08333,22.55,20.62,31.38,1512.28
43151.125,22.52,20.63,31.39,1512.22
43151.16667,22.49,21.35,32.35,1512.93
43151.20833,22.4,21.59,32.62,1512.96
43151.25,22.34,21.62,32.62,1512.83
43151.29167,22.34,21.47,32.42,1512.67
43151.33333,22.19,17.18,26.4,1507.5
43151.375,22.34,16.83,25.99,1507.52
43151.41667,22.61,17.05,26.44,1508.49
43151.45833,23.02,17.22,26.91,1509.8
43151.5,23.19,19.03,29.58,1512.27
43151.54167,23.31,20.57,31.82,1514.28
43151.58333,23.34,21.65,33.35,1515.55
43151.625,23.49,21.88,33.77,1516.19
43151.66667,23.58,22.09,34.13,1516.65
43151.70833,23.69,21.88,33.91,1516.73
43151.75,23.78,21.63,33.62,1516.69
43151.79167,23.81,21.37,33.27,1516.48
43151.83333,23.99,20.39,32,1515.86
43151.875,24.1,18.18,28.89,1513.74
43151.91667,24.19,17.88,28.51,1513.65
43151.95833,23.99,18.11,28.73,1513.36
43152,24.02,18.36,29.11,1513.72
43152.04167,23.81,20.56,32.13,1515.59
43152.08333,23.49,21.83,33.7,1516.13
43152.125,23.25,22.79,34.86,1516.57
43152.16667,23.08,23.32,35.47,1516.69
43152.20833,23.02,23.57,35.78,1516.81
43152.25,22.96,23.49,35.62,1516.57
43152.29167,22.96,23.21,35.24,1516.26
43152.33333,22.99,23.09,35.09,1516.2
43152.375,23.22,19.18,29.81,1512.52
43152.41667,23.52,19.76,30.81,1513.94
43152.45833,23.87,20.17,31.61,1515.31
43152.5,24.13,22.28,34.77,1518.3
43152.54167,24.16,23.46,36.46,1519.67
43152.58333,24.22,24.24,37.6,1520.67
43152.625,24.31,24.62,38.19,1521.31
43152.66667,24.4,25,38.79,1521.94
43152.70833,24.43,25.05,38.89,1522.08
43152.75,24.51,24.62,38.36,1521.83
43152.79167,24.54,24.55,38.27,1521.82
43152.83333,24.51,24.08,37.6,1521.24
43152.875,24.9,20.66,32.98,1518.49
43152.91667,24.95,21.07,33.6,1519.08
43152.95833,24.81,21.53,34.18,1519.21
43153,24.54,22.17,34.91,1519.24
43153.04167,24.46,22.32,35.07,1519.18
43153.08333,24.31,22.24,34.84,1518.71
43153.125,24.08,23.51,36.46,1519.5
43153.16667,23.87,23.85,36.79,1519.34
43153.20833,23.78,24.19,37.2,1519.49
43153.25,23.64,24.51,37.53,1519.46
43153.29167,23.52,24.52,37.45,1519.16
43153.33333,23.37,23.95,36.56,1518.16
43153.375,23.34,23.17,35.46,1517.23
43153.41667,23.49,21.83,33.7,1516.13
43161.41667,22.05,11.91,18.81,1501.21
43161.45833,22.02,12.94,20.3,1502.28
43161.5,22.34,18.74,28.65,1509.63
43161.54167,22.43,19.83,30.23,1511.09
43161.58333,22.43,19.83,30.23,1511.09
43161.625,22.49,19.64,29.99,1511.04
43161.66667,22.9,16.58,25.93,1508.78
43161.70833,23.08,15.26,24.13,1507.8
43161.75,22.75,14.55,22.94,1506.13
43161.79167,22.58,13.28,21.02,1504.22
43161.83333,22.4,11.3,18.06,1501.53
43161.875,22.05,8.83,14.29,1497.79
43161.91667,21.87,9.51,15.24,1498.03
43161.95833,21.57,11.9,18.62,1499.86
43162,21.48,11.76,18.38,1499.44
43162.04167,21.19,11.81,18.34,1498.65
43162.08333,21.01,12.19,18.8,1498.55
43162.125,20.71,11.93,18.32,1497.4
43162.16667,20.36,10.7,16.45,1494.95
43162.20833,19.91,9.7,14.88,1492.47
43162.25,19.49,8.75,13.41,1490.12
43162.29167,19.04,9.11,13.78,1489.14
43162.33333,18.89,9.22,13.89,1488.81
43162.375,18.41,8.81,13.18,1486.83
43162.41667,18.11,7.18,10.83,1483.99
43162.45833,18.41,6.23,9.56,1483.86
43162.5,18.77,7.1,10.87,1485.99
43162.54167,18.95,7.48,11.46,1487
43162.58333,19.73,8.35,12.91,1490.4
43162.625,20.06,9.04,13.99,1492.18
43162.66667,20.12,9.45,14.59,1492.82
43162.70833,20.33,9.39,14.58,1493.38
43162.75,19.64,9.01,13.82,1490.87
43162.79167,19.46,8.4,12.91,1489.63
43162.83333,19.22,7.62,11.73,1488
43162.875,19.16,7.25,11.18,1487.39
43162.91667,19.13,6.76,10.48,1486.74
43162.95833,18.65,6.45,9.93,1484.88
43163,18.5,6.35,9.74,1484.28
43163.04167,18.8,6.7,10.32,1485.64
43163.08333,19.07,7.63,11.7,1487.54
43163.125,19.25,8.66,13.21,1489.28
43163.16667,19.16,9.36,14.16,1489.8
43163.20833,19.25,9.85,14.88,1490.64
43163.25,18.56,9.84,14.65,1488.49
43163.29167,17.77,9.08,13.35,1485.12
43163.33333,17.29,8.44,12.35,1482.82
43163.375,17.32,7.93,11.67,1482.33
43163.41667,17.8,7.52,11.22,1483.41
43163.45833,17.83,7.46,11.16,1483.45
43163.5,18.89,9.45,14.21,1489.07
43163.54167,18.95,10.77,16.05,1490.77
43163.58333,18.92,11.29,16.75,1491.27
43163.625,18.89,11.82,17.46,1491.79
43163.66667,18.92,12.31,18.14,1492.44
43163.70833,19.04,12.92,19.01,1493.51
43163.75,19.31,14.04,20.63,1495.6
43163.79167,19.43,11.72,17.53,1493.33
43163.83333,19.16,10.83,16.2,1491.48
43163.875,18.74,10.18,15.17,1489.44
43163.91667,18.26,9.93,14.66,1487.64
43163.95833,17.96,9.95,14.59,1486.71
43164,18.35,11.47,16.79,1489.7
43164.04167,18.5,12.87,18.72,1491.78
43164.08333,18.26,13.68,19.7,1491.97
43164.125,18.05,14.05,20.08,1491.73
43164.16667,18.02,14.2,20.27,1491.81
43164.20833,17.71,14.31,20.28,1490.99
43164.25,17.1,14.05,19.66,1488.75
43164.29167,17.04,13.28,18.65,1487.67
43164.33333,17.04,12.77,18,1487.08
43164.375,17.1,12.26,17.35,1486.67
43164.41667,17.38,11.97,17.08,1487.21
43164.45833,17.59,12.06,17.27,1487.99
43164.5,17.86,12.86,18.45,1489.79
43164.54167,18.26,13.76,19.8,1492.06
43164.58333,18.62,14.62,21.1,1494.17
43164.625,18.83,15.42,22.25,1495.73
43164.66667,18.98,15.98,23.07,1496.83
43164.70833,18.95,16.21,23.36,1497
43164.75,18.89,16.1,23.18,1496.69
43164.79167,18.68,15.4,22.16,1495.25
43164.83333,18.68,14.07,20.4,1493.72
43164.875,18.5,12.94,18.81,1491.86
43164.91667,18.44,11.19,16.43,1489.66
43164.95833,18.38,10.98,16.13,1489.23
43165,18.26,11.14,16.31,1489.04
43165.04167,18.29,11.93,17.38,1490.04
43165.08333,18.29,12.74,18.46,1490.98
43165.125,18.38,13.55,19.57,1492.19
43165.16667,18.38,14.32,20.59,1493.08
43165.20833,18.38,14.87,21.32,1493.71
43165.25,18.41,15.26,21.84,1494.25
43165.29167,18.41,15.53,22.19,1494.57
43165.33333,18.44,15.44,22.1,1494.56
43165.375,17.92,14.13,20.14,1491.45
43165.41667,18.05,13.44,19.28,1491.03
43165.45833,18.38,13.53,19.54,1492.17
43165.5,18.8,14.36,20.84,1494.43
43165.54167,19.19,15.16,22.08,1496.52
43165.58333,19.4,15.76,22.99,1497.85
43165.625,19.13,16.25,23.51,1497.59
43165.66667,19.04,16.72,24.08,1497.86
43165.70833,19.1,17.24,24.79,1498.64
43165.75,19.1,17.53,25.17,1498.96
43165.79167,19.04,17.46,25.05,1498.7
43165.83333,19.31,17.37,25.08,1499.42
43165.875,19.16,16.91,24.39,1498.44
43165.91667,19.1,16.04,23.21,1497.26
43165.95833,19.04,16.4,23.66,1497.49
43166,19.1,16.41,23.69,1497.68
43166.04167,19.01,16.7,24.04,1497.75
43166.08333,19.01,16.79,24.15,1497.85
43166.125,18.95,17.15,24.59,1498.08
43166.16667,18.86,17.44,24.92,1498.14
43166.20833,18.68,17.52,24.93,1497.68
43166.25,18.62,17.23,24.52,1497.17
43166.29167,18.56,16.8,23.93,1496.49
43166.33333,18.62,16.75,23.89,1496.61
43166.375,18.38,16.25,23.12,1495.3
43166.41667,18.29,13.14,19,1491.44
43166.45833,18.62,12.29,18,1491.49
43166.5,19.04,11.71,17.37,1492.12
43166.54167,19.43,8.67,13.27,1489.84
43166.58333,19.52,9.54,14.54,1491.11
43166.625,19.34,11.41,17.07,1492.7
43166.66667,19.22,11.55,17.22,1492.49
43166.70833,19.04,12.41,18.32,1492.92
43166.75,18.86,12.12,17.85,1492.03
43166.79167,18.71,11.46,16.9,1490.82
43166.83333,18.56,11.01,16.24,1489.83
43166.875,18.38,10.79,15.87,1489.01
43166.91667,18.17,10.66,15.62,1488.2
43166.95833,17.89,10.56,15.4,1487.22
43167,17.59,10.3,14.95,1485.96
43167.04167,17.23,10.01,14.43,1484.44
43167.08333,16.98,9.7,13.94,1483.29
43167.125,16.86,9.37,13.48,1482.52
43167.16667,16.8,8.75,12.62,1481.58
43167.20833,16.68,8.41,12.14,1480.79
43167.25,16.31,8.03,11.53,1479.12
43167.29167,16.06,7.52,10.79,1477.71
43167.33333,15.91,7,10.06,1476.58
43167.375,15.6,6.73,9.63,1475.21
43167.41667,16.06,6.54,9.48,1476.55
43167.45833,16.09,6.89,9.96,1477.07
43167.5,16.4,7.19,10.43,1478.45
43167.54167,16.95,7.8,11.4,1480.98
43167.58333,16.98,8.55,12.41,1481.95
43167.625,16.83,9.39,13.49,1482.43
43167.66667,16.4,10.24,14.47,1482.02
43167.70833,16.19,10.95,15.32,1482.14
43167.75,16.03,11.41,15.85,1482.17
43167.79167,16.03,11.75,16.28,1482.57
43167.83333,16.25,11.98,16.66,1483.55
43167.875,16.22,12.13,16.85,1483.64
43167.91667,16.25,12.26,17.02,1483.89
43167.95833,16.19,11.94,16.59,1483.31
43168,15.94,10.9,15.17,1481.27
43168.04167,15.88,9.76,13.67,1479.72
43168.08333,15.82,8.87,12.5,1478.47
43168.125,15.85,8.71,12.31,1478.39
43168.16667,15.97,8.83,12.49,1478.94
43168.20833,15.91,9.4,13.22,1479.4
43168.25,15.79,9.88,13.8,1479.55
43168.29167,15.63,10.31,14.3,1479.54
43168.33333,15.35,10.67,14.66,1479.02
43168.375,15.35,11.05,15.15,1479.47
43168.41667,15.54,11.5,15.78,1480.63
43168.45833,15.54,12,16.42,1481.23
43168.5,15.57,12.44,16.98,1481.84
43168.54167,15.48,13.64,18.44,1482.95
43168.58333,15.57,14.05,18.99,1483.75
43168.625,16.58,13.69,18.97,1486.66
43168.66667,16.83,13.15,18.39,1486.83
43168.70833,16.8,12.78,17.9,1486.29
43168.75,16.8,12.58,17.64,1486.06
43168.79167,16.68,12.51,17.51,1485.58
43168.83333,16.55,12.41,17.32,1485.06
43168.875,16.55,12.33,17.23,1484.98
43168.91667,16.55,12.31,17.2,1484.94
43168.95833,16.65,12.18,17.07,1485.09
43169,16.65,12.08,16.94,1484.98
43169.04167,16.12,11.75,16.31,1482.87
43169.08333,16.43,12.19,17,1484.41
43169.125,16.34,12.82,17.77,1484.84
43169.16667,16.28,13.7,18.87,1485.68
43169.20833,16.25,14.56,19.93,1486.58
43169.25,15.82,15.31,20.66,1486.05
43169.29167,15.54,15.94,21.31,1485.88
43169.33333,15.57,16.65,22.18,1486.81
43169.375,15.54,17.33,23,1487.52
43169.41667,15.54,17.66,23.39,1487.9
43169.45833,15.51,17.73,23.47,1487.89
43169.5,15.75,18.18,24.15,1489.23
43169.54167,15.91,18.53,24.66,1490.15
43169.58333,15.97,18.71,24.9,1490.55
43169.625,16.03,18.85,25.11,1490.92
43169.66667,16.16,18.96,25.32,1491.45
43169.70833,16.06,18.87,25.15,1491.04
43169.75,16.06,18.94,25.24,1491.12
43169.79167,16.09,19.06,25.41,1491.37
43169.83333,16.19,19.23,25.67,1491.87
43169.875,16.25,19.38,25.89,1492.24
43169.91667,16.19,19.41,25.89,1492.08
43169.95833,16.12,19.41,25.85,1491.88
43170,16.19,19.23,25.67,1491.87
43170.04167,16.22,18.97,25.36,1491.65
43170.08333,16.22,18.76,25.11,1491.41
43170.125,16.25,18.71,25.06,1491.45
43170.16667,16.25,18.92,25.32,1491.69
43170.20833,16.25,19.02,25.45,1491.82
43170.25,16.28,19.18,25.66,1492.11
43170.29167,16.22,19.32,25.8,1492.08
43170.33333,16.16,19.47,25.93,1492.04
43170.375,16.09,19.53,25.98,1491.92
43170.41667,16.12,19.63,26.11,1492.14
43170.45833,16.22,19.73,26.3,1492.55
43170.5,16.4,19.71,26.38,1493.12
43170.54167,16.74,20.2,27.18,1494.77
43170.58333,17.2,20.29,27.57,1496.31
43170.625,17.17,20.22,27.47,1496.14
43170.66667,17.32,20.18,27.51,1496.57
43170.70833,17.53,20.19,27.66,1497.24
43170.75,18.08,20.24,28.06,1498.98
43170.79167,17.86,20.31,28.01,1498.4
43170.83333,17.53,20.36,27.86,1497.43
43170.875,17.59,20.37,27.91,1497.63
43170.91667,17.65,20.46,28.07,1497.93
43170.95833,17.71,20.47,28.12,1498.12
43171,17.71,20.47,28.12,1498.12
43171.04167,17.89,20.46,28.22,1498.67
43171.08333,17.96,20.26,28.01,1498.63
43171.125,17.65,19.93,27.41,1497.31
43171.16667,17.62,19.44,26.78,1496.65
43171.20833,17.71,18.6,25.76,1495.95
43171.25,17.59,18.01,24.95,1494.89
43171.29167,17.47,17.52,24.26,1493.95
43171.33333,17.35,17,23.54,1492.96
43171.375,17.44,16.2,22.58,1492.32
43171.41667,17.41,15.29,21.39,1491.16
43171.45833,17.47,15.17,21.27,1491.22
43171.5,17.68,15.2,21.42,1491.93
43171.54167,17.83,15.26,21.57,1492.47
43171.58333,18.02,15.03,21.35,1492.77
43171.625,18.08,14.62,20.85,1492.49
43171.66667,18.17,14.21,20.35,1492.29
43171.70833,18.23,13.45,19.38,1491.61
43171.75,18.02,12.71,18.32,1490.1
43171.79167,17.77,12.03,17.31,1488.54
43171.83333,17.56,11.51,16.54,1487.26
43171.875,17.35,11.07,15.88,1486.07
43171.91667,17.68,10.64,15.43,1486.64
43171.95833,17.56,10.43,15.11,1486.01
43172,17.5,10.46,15.12,1485.85
43172.04167,16.68,10.54,14.95,1483.27
43172.08333,16.25,10.55,14.82,1481.88
43172.125,15.91,10.45,14.57,1480.63
43172.16667,15.32,10.05,13.86,1478.18
43172.20833,14.82,9.7,13.26,1476.07
43172.25,14.95,9.61,13.2,1476.4
43172.29167,14.54,10.09,13.67,1475.57
43172.33333,14.79,9.56,13.09,1475.81
43172.375,15.75,8.99,12.64,1478.4
43172.41667,15.69,8.72,12.27,1477.87
43172.45833,15.6,8.66,12.17,1477.49
43172.5,16,8.73,12.37,1478.92
43172.54167,16.46,8.73,12.51,1480.46
43172.58333,16.62,8.75,12.57,1480.99
43172.625,16.89,8.75,12.65,1481.89
43172.66667,17.17,8.69,12.65,1482.71
43172.70833,16.98,8.7,12.61,1482.13
43172.75,16.83,8.7,12.57,1481.63
43172.79167,16.49,8.71,12.49,1480.54
43172.83333,16.03,8.8,12.46,1479.1
43172.875,15.79,8.94,12.58,1478.44
43172.91667,15.51,9.15,12.77,1477.75
43172.95833,15.2,9.48,13.1,1477.09
43173,14.98,9.89,13.56,1476.84
43173.04167,14.95,10.25,14,1477.16
43173.08333,15.1,10.52,14.39,1478.01
43173.125,15.01,10.74,14.64,1477.95
43173.16667,15.32,10.85,14.88,1479.13
43173.20833,15.07,10.83,14.77,1478.26
43173.25,14.76,10.54,14.3,1476.86
43173.29167,14.45,10.21,13.78,1475.38
43173.33333,14.23,9.92,13.35,1474.28
43173.375,14.64,9.69,13.19,1475.41
43173.41667,15.29,9.61,13.3,1477.56
43173.45833,15.23,9.66,13.34,1477.41
43173.5,15.32,9.85,13.62,1477.96
43173.54167,15.57,10.13,14.06,1479.12
43173.58333,15.69,10.48,14.55,1479.95
43173.625,16.12,10.81,15.11,1481.77
43173.66667,16.22,11.04,15.44,1482.35
43173.70833,16.16,11.18,15.6,1482.31
43173.75,16.09,11.24,15.66,1482.18
43173.79167,16.43,11.27,15.82,1483.33
43173.83333,16.4,11.24,15.77,1483.2
43173.875,15.88,11.2,15.53,1481.42
43173.91667,15.54,11.29,15.52,1480.39
43173.95833,15.35,11.51,15.72,1480.02
43174,15.26,11.75,15.99,1479.99
43174.04167,15.13,11.97,16.23,1479.84
43174.08333,15.13,12.17,16.47,1480.06
43174.125,15.17,12.36,16.72,1480.4
43174.16667,14.82,12.44,16.69,1479.33
43174.20833,14.51,12.28,16.37,1478.07
43174.25,14.42,11.94,15.91,1477.34
43174.29167,14.2,11.56,15.36,1476.13
43174.33333,13.95,11.23,14.87,1474.85
43174.375,15.07,11.57,15.7,1479.14
43174.41667,14.82,12.03,16.19,1478.85
43174.45833,14.57,12.43,16.58,1478.46
43174.5,14.39,12.64,16.77,1478.07
43174.54167,14.48,12.78,16.97,1478.56
43174.58333,15.2,12.83,17.32,1481.06
43174.625,15.63,12.81,17.47,1482.49
43174.66667,15.75,12.78,17.48,1482.87
43174.70833,16.06,12.71,17.52,1483.81
43174.75,16.34,12.61,17.5,1484.59
43174.79167,16.25,12.46,17.27,1484.12
43174.83333,15.91,12.36,17.01,1482.88
43174.875,15.6,12.27,16.78,1481.75
43174.91667,15.48,12.25,16.7,1481.31
43174.95833,15.38,12.24,16.65,1480.98
43175,15.82,12.27,16.87,1482.47
43175.04167,15.35,12.41,16.86,1481.08
43175.08333,15.6,12.55,17.14,1482.08
43175.125,15.23,12.65,17.1,1480.95
43175.16667,14.98,12.7,17.07,1480.17
43175.20833,15.07,12.67,17.07,1480.45
43175.25,15.13,12.54,16.93,1480.5
43175.29167,15.1,12.26,16.57,1480.07
43175.33333,15.04,11.92,16.12,1479.45
43175.375,15.07,11.59,15.73,1479.17
43175.41667,15.48,11.34,15.56,1480.24
43175.45833,15.32,11.35,15.52,1479.73
43175.5,15.41,11.64,15.92,1480.38
43175.58333,15.57,20.03,26.27,1490.81
43175.625,15.6,19.27,25.38,1490.02
43175.66667,16,18.79,25.03,1490.76
43175.70833,17.2,17.58,24.19,1493.15
43175.75,17.14,14.87,20.73,1489.8
43175.79167,17.47,13.14,18.65,1488.86
43175.83333,17.96,10.79,15.73,1487.68
43175.875,18.05,10.44,15.28,1487.56
43175.91667,17.68,11.22,16.2,1487.31
43175.95833,17.14,13.73,19.27,1488.48
43176,16.95,14.72,20.45,1489.05
43176.04167,16.89,16.09,22.16,1490.45
43176.08333,16.62,18.16,24.6,1491.99
43176.125,16.55,18.56,25.06,1492.26
43176.16667,16.62,18.1,24.52,1491.92
43176.20833,16.83,15.12,20.9,1489.12
43176.25,17.1,11.92,16.9,1486.27
43176.29167,16.98,10.77,15.36,1484.55
43176.33333,16.89,10.13,14.49,1483.5
43176.375,16.83,9.2,13.23,1482.21
43176.41667,16.98,9.97,14.3,1483.61
43176.45833,16.98,13.94,19.47,1488.23
43176.5,17.17,16.76,23.14,1492.1
43176.54167,17.17,17.11,23.58,1492.51
43176.58333,17.04,17.07,23.47,1492.08
43176.625,17.29,16.57,22.96,1492.27
43176.66667,17.96,16.23,22.88,1493.97
43176.70833,18.17,16.73,23.64,1495.21
43176.75,19.04,15.64,22.65,1496.62
43176.79167,19.43,12.42,18.49,1494.12
43176.83333,19.43,9.9,15.01,1491.25
43176.875,19.22,9.42,14.27,1490.06
43176.91667,19.25,9.95,15.01,1490.75
43176.95833,18.92,11.58,17.15,1491.61
43177,18.68,14.19,20.56,1493.86
43177.04167,18.38,15.13,21.65,1494.01
43177.08333,18.08,16.18,22.88,1494.29
43177.125,17.89,16.85,23.64,1494.5
43177.16667,17.92,16.84,23.64,1494.58
43177.20833,18.14,16.11,22.81,1494.39
43177.25,18.32,14.94,21.38,1493.61
43177.29167,18.5,12.14,17.74,1490.94
43177.33333,18.53,10.35,15.33,1488.98
43177.375,18.62,9.5,14.19,1488.28
43177.41667,18.8,9.06,13.63,1488.34
43177.45833,18.92,9.62,14.46,1489.36
43177.5,18.74,12.27,18.02,1491.84
43177.54167,18.59,14.12,20.42,1493.5
43177.58333,18.32,15.17,21.68,1493.88
43177.625,18.35,15.71,22.39,1494.58
43177.66667,18.47,15.74,22.49,1494.99
43177.70833,19.13,15.61,22.65,1496.86
43177.75,20.12,14.34,21.41,1498.36
43177.79167,21.22,11.4,17.77,1498.27
43177.83333,21.13,9.62,15.16,1496.01
43177.875,21.69,8.29,13.37,1496.16
43177.91667,21.16,8.01,12.8,1494.28
43177.95833,21.22,8.11,12.97,1494.58
43178,20.89,8.83,13.94,1494.43
43178.04167,20.53,10.48,16.2,1495.23
43178.08333,20.15,11.81,17.94,1495.59
43178.125,19.04,14.13,20.64,1494.89
43178.16667,18.95,15.13,21.93,1495.76
43178.20833,19.1,15.29,22.22,1496.4
43178.25,19.34,14.82,21.7,1496.59
43178.29167,20.18,12.62,19.07,1496.58
43178.33333,20.42,10.26,15.85,1494.63
43178.375,20.48,8.45,13.26,1492.75
43178.41667,20.3,7.19,11.37,1490.79
43178.45833,20.27,7.13,11.28,1490.64
43178.5,19.76,9.81,14.98,1492.14
43178.54167,19.28,12.53,18.58,1493.79
43178.58333,19.04,14.21,20.75,1494.99
43178.625,19.13,14.64,21.36,1495.75
43178.66667,19.1,14.91,21.7,1495.96
43178.70833,19.1,15.32,22.25,1496.43
43178.75,19.19,15.33,22.31,1496.72
43178.79167,19.46,15.01,22.01,1497.17
43178.83333,19.73,13.01,19.43,1495.7
43178.875,19.7,11.15,16.84,1493.49
43178.91667,19.64,10.17,15.45,1492.19
43178.95833,19.58,9.4,14.35,1491.13
43179,19.55,10.22,15.49,1491.98
43179.04167,19.58,11.13,16.77,1493.11
43179.08333,19.46,12.69,18.87,1494.52
43179.125,19.4,13.82,20.39,1495.63
43179.16667,19.25,15.02,21.92,1496.54
43179.20833,19.28,15.89,23.1,1497.63
43179.25,19.31,16.44,23.84,1498.34
43179.29167,19.37,16.67,24.19,1498.79
43179.33333,19.55,16.28,23.76,1498.89
43179.375,19.58,15.14,22.24,1497.67
43179.41667,19.61,13.71,20.33,1496.14
43179.45833,19.58,12.53,18.71,1494.7
43179.5,19.94,12.07,18.21,1495.25
43179.54167,20.06,12.49,18.84,1496.08
43179.58333,19.97,13.19,19.77,1496.62
43179.625,20.03,14.19,21.17,1497.93
43179.66667,20.18,15.01,22.36,1499.3
43179.70833,20.39,15.68,23.37,1500.67
43179.75,20.48,16.17,24.09,1501.49
43179.79167,20.53,16.38,24.4,1501.89
43179.83333,20.45,16.04,23.9,1501.25
43179.875,20.3,15.5,23.09,1500.21
43179.91667,20.06,14.61,21.75,1498.49
43179.95833,19.88,13.35,19.95,1496.53
43180,19.7,11.89,17.86,1494.33
43180.04167,19.28,10.72,16.09,1491.72
43180.08333,19.37,9.61,14.59,1490.74
43180.125,19.19,8.64,13.17,1489.08
43180.16667,19.01,8.07,12.31,1487.86
43180.20833,18.98,7.65,11.72,1487.29
43180.25,18.68,7.32,11.16,1485.96
43180.29167,18.41,7.1,10.79,1484.86
43180.33333,18.08,6.86,10.37,1483.52
43180.375,17.83,6.59,9.95,1482.44
43180.41667,17.5,6.21,9.33,1480.92
43180.45833,17.56,5.61,8.5,1480.41
43180.5,17.89,4.88,7.52,1480.65
43180.54167,18.08,4.31,6.73,1480.58
43180.58333,18.68,3.83,6.11,1481.96
43180.625,17.96,3.43,5.42,1479.17
43180.66667,18.02,3.17,5.04,1479.07
43180.70833,17.74,3.4,5.35,1478.45
43180.75,17.74,3.95,6.16,1479.09
43180.79167,17.77,4.45,6.88,1479.76
43180.83333,17.8,4.76,7.34,1480.22
43180.875,17.62,4.82,7.39,1479.7
43180.91667,17.44,4.71,7.2,1478.98
43180.95833,18.17,4.43,6.92,1481.01
43181,18.05,3.95,6.2,1480.07
43181.04167,17.74,3.39,5.34,1478.44
43181.08333,17.14,2.73,4.3,1475.68
43181.125,17.01,2.21,3.51,1474.67
43181.16667,16.98,2.07,3.3,1474.4
43181.20833,16.58,1.54,2.47,1472.45
43181.25,16,1.16,1.86,1470.02
43181.29167,15.91,1.16,1.86,1469.71
43181.33333,15.85,1.16,1.86,1469.5
43181.375,15.51,1.18,1.88,1468.34
43181.41667,15.54,1.18,1.88,1468.45
43181.45833,15.72,1.17,1.86,1469.07
43181.5,16.06,1.16,1.86,1470.23
43181.54167,16.74,1.12,1.84,1472.48
43181.58333,17.35,1.1,1.82,1474.48
43181.625,16.98,2.08,3.31,1474.41
43181.66667,16.83,2.98,4.63,1474.95
43181.70833,16.8,4.15,6.32,1476.22
43181.75,16.8,5.04,7.57,1477.26
43181.79167,16.83,5.92,8.79,1478.38
43181.83333,16.58,6.7,9.82,1478.49
43181.875,16.4,7.4,10.71,1478.69
43181.91667,17.2,7.93,11.63,1481.93
43181.95833,17.01,8.06,11.76,1481.49
43182,16.68,7.64,11.11,1479.89
43182.04167,16.19,6.93,10.03,1477.43
43182.08333,15.91,6.26,9.07,1475.71
43182.125,15.72,5.68,8.25,1474.39
43182.16667,15.6,5.22,7.6,1473.43
43182.20833,16.25,5.1,7.55,1475.48
43182.25,16.16,5.14,7.59,1475.22
43182.29167,16.31,5.48,8.08,1476.13
43182.33333,15.82,5.95,8.63,1475.03
